,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Ponta do Sol,32.6667,-17.1,301.49,86,27,1.43,PT,1631718402
353,Puerto Nariño,-3.7703,-70.3831,303.12,44,11,1.47,CO,1631718403
354,Samarai,-10.6167,150.6667,298.65,80,98,7.68,PG,1631718403
355,Brae,60.3964,-1.353,287.1,85,100,5.17,GB,1631718190
356,Marawi,7.9986,124.2928,294.07,94,100,0.24,PH,1631718403
357,Mackay,-21.15,149.2,288.17,62,7,1.52,AU,1631718404
358,Austintown,41.1017,-80.7645,296.02,83,90,4.12,US,1631718404
359,Kudahuvadhoo,2.6708,72.8944,300.18,72,100,8.45,MV,1631718405
360,Kushima,31.4583,131.2333,298.45,93,100,2.87,JP,1631718405
361,Qiongshan,20.0058,110.3542,299.95,87,100,2.72,CN,1631718405
362,Şarkîkaraağaç,38.0794,31.3664,287.82,78,100,1.85,TR,1631718406
363,Bathsheba,13.2167,-59.5167,305.49,66,40,6.69,BB,1631718406
364,Bumba,2.1833,22.4667,304.82,48,21,1.23,CD,1631718406
365,Henties Bay,-22.116,14.2845,289.18,71,0,7.54,NA,1631718407
366,Byron Bay,-28.65,153.6167,289.19,82,24,5.96,AU,1631718407
367,Conceição da Barra,-18.5933,-39.7322,302.44,57,1,5.41,BR,1631718408
368,Geraldton,-28.7667,114.6,288.78,94,75,6.69,AU,1631718408
369,Kalamazoo,42.2506,-85.55,294.09,68,1,2.06,US,1631718408
370,Ancud,-41.8697,-73.8203,286.72,85,100,4.2,CL,1631718133
371,Lázaro Cárdenas,17.9583,-102.2,299.34,84,80,1.49,MX,1631718409
372,Nicolás Bravo,18.45,-88.9167,303.12,64,56,2.35,MX,1631718409
373,Takoradze,4.8845,-1.7554,298.67,83,100,4.22,GH,1631718409
374,Poole,50.7167,-2.0,296.51,61,40,1.34,GB,1631718335
375,Manta,-0.95,-80.7333,297.56,76,88,3.07,EC,1631718410
376,Atar,20.5169,-13.0499,314.07,15,35,7.04,MR,1631718410
377,Ramnagar,29.4,79.1167,296.41,98,61,1.33,IN,1631718411
378,Tubigan,8.5322,124.3122,298.65,83,100,2.56,PH,1631718411
379,Jumla,29.2747,82.1838,289.08,94,100,0.87,NP,1631718411
380,Port Augusta,-32.5,137.7667,285.77,57,0,2.69,AU,1631718412
381,Bull Savanna,17.8868,-77.5902,301.58,62,71,2.61,JM,1631718412
382,Les Cayes,18.2,-73.75,303.32,65,27,3.56,HT,1631718412
383,Nosy Varika,-20.5833,48.5333,295.26,79,10,3.88,MG,1631718413
384,Waipawa,-41.4122,175.5153,281.5,89,100,2.85,NZ,1631718413
385,Fortuna,40.5982,-124.1573,284.46,49,90,0.0,US,1631718413
386,La Ronge,55.1001,-105.2842,286.27,67,90,4.12,CA,1631718414
387,Portree,57.4129,-6.1942,287.51,90,100,1.89,GB,1631718414
388,Aleksandrovskoye,44.7142,43.0008,301.23,42,40,2.47,RU,1631718414
389,Katangli,51.7102,143.2326,281.41,86,3,3.94,RU,1631718415
390,Kiryat Gat,31.61,34.7642,301.38,14,1,5.42,IL,1631718242
391,Albert Lea,43.648,-93.3683,293.09,63,1,0.0,US,1631718415
392,Sharkan,57.2989,53.8712,281.02,88,42,5.19,RU,1631718416
393,Puerto Baquerizo Moreno,-0.9,-89.6,293.6,84,81,5.94,EC,1631718416
394,Pacific Grove,36.6177,-121.9166,287.32,94,31,0.45,US,1631718416
395,Faya,18.3851,42.4509,296.44,50,70,3.82,SA,1631718417
396,Mauá,-23.6678,-46.4614,295.04,77,97,4.36,BR,1631718417
397,Sakakah,29.9697,40.2064,307.64,17,0,3.45,SA,1631718417
398,Saint Anthony,45.0205,-93.218,292.58,67,1,1.34,US,1631718418
399,Natchez,31.5604,-91.4032,296.27,94,90,5.66,US,1631718379
400,Takahashi,34.7833,133.6167,291.03,92,71,1.74,JP,1631718418
401,Taltal,-25.4,-70.4833,289.9,62,0,3.45,CL,1631718419
402,Estelle,29.8458,-90.1067,299.82,78,90,5.14,US,1631718419
403,Pineville,31.3224,-92.4343,296.34,92,90,1.79,US,1631718268
404,Okhotsk,59.3833,143.3,284.19,75,18,1.8,RU,1631718419
405,Escárcega,18.6089,-90.7454,303.07,59,32,2.36,MX,1631718420
406,Cerrito,6.8432,-72.694,288.81,57,3,0.96,CO,1631718421
407,Boguchany,58.3814,97.4531,276.81,90,89,0.71,RU,1631718421
408,Buraidah,26.326,43.975,307.38,12,68,4.12,SA,1631718421
409,Deputatsky,69.3,139.9,277.56,80,100,1.6,RU,1631718422
410,Poum,-20.2333,164.0167,294.61,71,75,9.09,NC,1631718422
411,Varoška Rijeka,45.0847,16.0142,299.61,27,97,4.12,BA,1631718422
412,Lianran,24.9227,102.485,290.82,93,95,1.32,CN,1631718423
413,Luanda,-8.8368,13.2343,297.56,79,56,7.16,AO,1631718019
414,Lábrea,-7.2586,-64.7981,308.23,40,92,1.13,BR,1631718423
415,Sur,22.5667,59.5289,301.78,63,85,4.05,OM,1631718424
416,Oranjemund,-28.55,16.4333,287.22,64,0,10.15,NA,1631718424
417,Puerto Escondido,15.85,-97.0667,301.61,61,40,0.0,MX,1631718424
418,Morehead,37.2711,-87.1764,297.01,83,90,0.0,US,1631718424
419,Gawler,-34.6,138.7333,285.01,72,51,3.65,AU,1631718425
420,Kungurtug,50.5994,97.5228,279.17,57,13,1.06,RU,1631718126
421,Hauterive,46.0901,3.4459,298.57,73,68,2.63,FR,1631718425
422,Shimoda,34.6667,138.95,296.21,87,18,5.46,JP,1631718425
423,Kerman,30.2832,57.0788,299.74,5,0,5.03,IR,1631718426
424,Nouadhibou,20.931,-17.0347,297.21,74,7,11.27,MR,1631718426
425,Edd,13.9297,41.6925,307.09,49,9,7.72,ER,1631718427
426,Birkenfeld,48.8667,8.6333,294.55,84,100,2.76,DE,1631718427
427,Ketchikan,55.3422,-131.6461,282.41,87,90,1.54,US,1631718242
428,Padang,-0.9492,100.3543,299.18,85,96,1.9,ID,1631718275
429,Kavaratti,10.5669,72.642,300.96,80,52,7.13,IN,1631718427
430,Anadyr,64.75,177.4833,278.63,68,75,0.79,RU,1631718428
431,Berlevåg,70.8578,29.0864,279.15,70,20,1.54,NO,1631718428
432,Santiago del Estero,-27.7951,-64.2615,294.71,13,2,4.16,AR,1631718428
433,Meulaboh,4.1363,96.1285,298.99,79,100,1.25,ID,1631718429
434,Shingū,33.7333,135.9833,296.99,90,93,2.09,JP,1631718429
435,Pirgos,35.1167,25.7178,299.97,51,0,7.8,GR,1631718429
436,Phan Thiet,10.9333,108.1,298.51,89,66,0.52,VN,1631718430
437,Sidi Ali,36.0998,0.4206,297.12,66,93,6.65,DZ,1631718430
438,Ghanzi,-21.5667,21.7833,306.14,8,0,2.78,BW,1631718430
439,Melbu,68.5044,14.8297,284.38,58,0,3.09,NO,1631718431
440,Kaya,13.0917,-1.0844,301.71,58,99,6.19,BF,1631718431
441,Punta Alta,-38.8759,-62.0736,288.08,44,76,7.41,AR,1631718431
442,Tsogni,-2.7942,10.0988,298.68,80,93,4.01,GA,1631718432
443,Baillif,16.0202,-61.7463,302.87,74,71,6.56,GP,1631718432
444,Kambove,-10.8764,26.5969,304.8,18,93,1.86,CD,1631718432
445,Flinders,-34.5833,150.8552,285.26,87,31,3.84,AU,1631718433
446,Victoria Point,-27.5833,153.3,289.21,79,9,0.45,AU,1631718433
447,Kapoeta,4.7717,33.5903,305.43,35,96,2.97,SS,1631718434
448,Usol'ye,59.4268,56.6808,283.82,96,100,1.37,RU,1631718434
449,Saint-Augustin,51.226,-58.6502,281.2,55,100,3.94,CA,1631718434
450,Athabasca,54.7169,-113.2854,280.06,77,5,5.57,CA,1631718435
451,Mahibadhoo,3.7833,72.9667,300.73,70,100,7.19,MV,1631718435
452,Jinchang,38.4953,102.1739,291.07,60,76,3.14,CN,1631718435
453,Bubaque,11.2833,-15.8333,300.49,79,88,2.94,GW,1631718436
454,Rosaryville,38.7568,-76.8097,302.6,69,1,0.89,US,1631718436
455,PEMEX,18.4395,-96.3461,300.09,90,83,0.45,MX,1631718436
456,Nokaneng,-19.6667,22.2667,308.62,8,1,2.07,BW,1631718437
457,Antofagasta,-23.65,-70.4,287.75,62,13,4.83,CL,1631718437
458,Kattivākkam,13.2167,80.3167,304.2,75,78,3.26,IN,1631718437
459,Santa Maria,-29.6842,-53.8069,289.28,49,2,2.58,BR,1631718438
460,Dunedin,-45.8742,170.5036,280.82,66,32,0.89,NZ,1631718438
461,Praia,14.9215,-23.5087,303.45,66,75,6.17,CV,1631718438
462,Kasimov,54.9411,41.3953,281.51,82,100,3.95,RU,1631718438
463,Villa Rica,33.7321,-84.9191,297.98,91,100,0.9,US,1631718439
464,Fallon,39.4735,-118.7774,293.66,32,0,2.53,US,1631718439
465,Shitanjing,39.2342,106.3439,288.57,77,100,2.46,CN,1631718439
466,Lüderitz,-26.6481,15.1594,289.32,54,0,14.29,NA,1631718440
467,Teguise,29.0605,-13.564,298.27,65,40,1.54,ES,1631718440
468,Chapais,49.7834,-74.8492,283.03,89,100,4.03,CA,1631718166
469,Iqaluit,63.7506,-68.5145,276.49,70,100,5.13,CA,1631718441
470,Shimokizukuri,40.8061,140.3861,287.48,88,6,2.97,JP,1631718441
471,Abaetetuba,-1.7181,-48.8825,303.17,51,0,3.15,BR,1631718441
472,Koslan,63.4564,48.8989,277.86,91,100,3.78,RU,1631718442
473,Venado Tuerto,-33.7456,-61.9688,293.02,27,0,4.29,AR,1631718442
474,Nantucket,41.2835,-70.0995,300.16,89,90,7.2,US,1631718255
475,Comodoro Rivadavia,-45.8667,-67.5,290.07,36,20,11.83,AR,1631718442
476,Wanning,18.8003,110.3967,299.97,86,100,2.66,CN,1631718443
477,Viedma,-40.8135,-62.9967,291.61,24,5,6.12,AR,1631718443
478,Smoky Lake,54.1169,-112.4686,281.75,76,74,6.59,CA,1631718443
479,Benguela,-12.5763,13.4055,296.82,74,41,4.45,AO,1631718444
480,Shakawe,-18.3667,21.85,308.82,7,4,2.53,BW,1631718444
481,Sibolga,1.7427,98.7792,298.65,81,95,1.4,ID,1631718444
482,Tiznit Province,29.5833,-9.5,297.02,50,1,6.22,MA,1631718445
483,Kismayo,-0.3582,42.5454,298.83,82,50,7.0,SO,1631718445
484,Esperance,-33.8667,121.9,288.75,61,85,4.08,AU,1631718445
485,Patti,31.2808,74.8572,305.12,54,58,2.09,IN,1631718446
486,Bambanglipuro,-7.95,110.2833,297.67,91,98,1.74,ID,1631718446
487,Florø,61.5996,5.0328,291.19,72,75,2.06,NO,1631718446
488,Zhigansk,66.7697,123.3711,279.04,74,100,5.27,RU,1631718447
489,Gimli,50.6336,-96.9907,287.9,51,100,4.45,CA,1631718447
490,Miyako,39.6367,141.9525,290.1,87,100,3.02,JP,1631718447
491,Lang Suan,9.9456,99.0785,297.2,87,100,0.58,TH,1631718448
492,Erzin,36.9559,36.2,301.55,63,0,4.11,TR,1631718448
493,Kulhudhuffushi,6.6221,73.07,301.22,75,94,7.54,MV,1631718309
494,Baymak,52.5933,58.3225,288.08,59,100,4.74,RU,1631718448
495,Fare,-16.7,-151.0167,299.18,68,0,7.7,PF,1631718449
496,Chernyshevskiy,63.0128,112.4714,276.1,86,73,1.08,RU,1631718449
497,Staryy Nadym,65.6118,72.6842,279.99,89,82,3.56,RU,1631718449
498,Chifeng,42.2683,118.9636,289.7,88,100,1.64,CN,1631718250
499,Najrān,17.4924,44.1277,304.7,12,100,6.1,SA,1631718450
500,Arbuzynka,47.9097,31.3196,295.31,39,62,4.43,UA,1631718450
501,Ilhabela,-23.7781,-45.3581,298.53,80,50,2.8,BR,1631718450
502,Pandamatenga,-18.5278,25.627,306.65,14,0,3.1,BW,1631718450
503,Putyatino,54.16,41.1169,282.7,68,100,3.54,RU,1631718451
504,Kuytun,54.3419,101.5036,280.06,63,100,1.94,RU,1631718451
505,Pundaguitan,6.3711,126.1689,300.9,76,100,4.7,PH,1631718451
506,Severo-Kuril'sk,50.6789,156.125,282.28,89,13,3.64,RU,1631718452
507,Serebryansk,49.6925,83.2892,285.9,27,100,0.93,KZ,1631718452
508,Turukhansk,65.8167,87.9833,276.46,97,100,4.46,RU,1631718452
509,Aksu,41.1231,80.2644,296.05,38,81,1.76,CN,1631718453
510,Inzer,54.2167,57.5556,284.81,94,98,2.12,RU,1631718453
511,Ondjiva,-17.0667,15.7333,307.88,9,6,3.26,AO,1631718454
512,Sigli,5.3848,95.9609,300.11,79,100,0.95,ID,1631718454
513,Ca Mau,9.1769,105.15,297.52,90,98,2.34,VN,1631718454
514,Hobyo,5.3505,48.5268,299.39,77,100,11.85,SO,1631718455
515,Southbridge,42.0751,-72.0334,299.79,88,80,0.89,US,1631718455
516,Zyryanka,65.75,150.85,281.08,77,78,3.9,RU,1631718339
517,Chipinge,-20.1883,32.6236,302.66,23,0,3.74,ZW,1631718455
518,Kloulklubed,7.0419,134.2556,297.43,72,99,2.16,PW,1631718456
519,Dmitriyevskoye,45.8053,41.8967,300.3,34,0,2.34,RU,1631718456
520,Karymskoye,51.6167,114.35,280.02,68,2,2.16,RU,1631718456
521,De Aar,-30.6497,24.0123,292.12,18,0,5.63,ZA,1631718457
522,Richmond,37.5538,-77.4603,302.22,71,93,1.79,US,1631717802
523,Loíza,18.4313,-65.8802,304.24,80,75,1.54,PR,1631718457
524,Fort Saint James,54.4333,-124.25,276.66,68,62,1.68,CA,1631718457
525,Adet,11.2644,37.4888,289.58,85,49,1.41,ET,1631718458
526,Berck,50.4,1.6,293.42,72,75,5.14,FR,1631718458
527,Aracruz,-19.8203,-40.2733,302.71,33,1,3.44,BR,1631718458
528,Plettenberg Bay,-34.0527,23.3716,288.02,57,63,4.16,ZA,1631718459
529,Prado,-17.3411,-39.2208,301.11,62,2,6.95,BR,1631718459
530,Hualmay,-11.0964,-77.6139,291.33,74,73,3.98,PE,1631718459
531,Half Moon Bay,37.4636,-122.4286,289.14,90,90,0.0,US,1631718460
532,Vila do Maio,15.1333,-23.2167,303.59,78,95,6.33,CV,1631718460
533,Galesburg,40.9478,-90.3712,295.94,72,1,0.0,US,1631718460
534,Husavik,66.0449,-17.3389,285.67,54,17,0.5,IS,1631718461
535,Gitega Province,-3.5,29.95,300.06,31,78,4.79,BI,1631718462
536,Samsun Province,41.25,36.3333,291.57,94,75,2.57,TR,1631718462
537,Wajima,37.4,136.9,294.08,72,6,6.56,JP,1631718462
538,Pangody,65.85,74.4859,277.8,88,57,0.82,RU,1631718463
539,Shelburne,44.0787,-80.2041,290.79,72,94,3.59,CA,1631718463
540,Sieghartskirchen,48.2553,16.0122,300.91,59,88,2.67,AT,1631718463
541,Ahipara,-35.1667,173.1667,288.96,98,100,4.41,NZ,1631718464
542,Tiarei,-17.5333,-149.3333,296.16,74,8,7.68,PF,1631718464
543,Astoria,46.1879,-123.8313,287.02,85,1,0.45,US,1631718370
544,Ozernovskiy,51.5,156.5167,281.84,88,0,1.86,RU,1631718464
545,Montevideo,-34.8335,-56.1674,289.16,47,20,3.58,UY,1631718232
546,Grevená,40.0845,21.4274,301.81,20,30,1.63,GR,1631718465
547,Ko Samui,9.5357,99.9357,300.51,71,100,1.09,TH,1631718260
548,Sobolevo,54.4299,31.8996,285.69,54,5,4.51,RU,1631718465
549,Brasília de Minas,-16.2064,-44.4333,308.63,16,2,2.87,BR,1631718417
550,Srono,-8.4,114.2666,296.64,96,100,0.33,ID,1631718466
551,Whyalla,-33.0333,137.5833,282.09,76,0,1.54,AU,1631718466
552,Rocha,-34.4833,-54.3333,288.16,52,0,3.87,UY,1631718466
553,Wewak,-3.5534,143.6268,300.09,81,95,3.22,PG,1631718466
554,Pisco,-13.7,-76.2167,290.38,77,20,2.57,PE,1631718467
555,Laguna,38.421,-121.4238,297.73,79,1,0.89,US,1631718467
556,Kidal,18.4411,1.4078,311.57,19,50,5.76,ML,1631718467
557,Miramar,25.9873,-80.2323,305.38,71,40,3.09,US,1631718368
558,Oparino,59.8518,48.2783,277.85,95,100,3.19,RU,1631718468
559,Moose Factory,51.2585,-80.6094,286.14,94,90,4.63,CA,1631718468
560,San Andrés,12.5847,-81.7006,303.16,74,75,3.09,CO,1631718469
561,Belyy Yar,53.6039,91.3903,286.09,62,0,2.0,RU,1631718469
562,Soe,-9.8607,124.284,292.08,90,83,1.69,ID,1631718469
563,Darhan,49.4867,105.9228,285.41,78,5,3.02,MN,1631718469
564,Neyshabur,36.2133,58.7958,302.44,10,0,4.48,IR,1631718470
565,Quelimane,-17.8786,36.8883,299.9,61,18,5.29,MZ,1631718470
566,Söderhamn,61.3037,17.0592,284.81,64,89,2.41,SE,1631718470
567,Eston,51.1501,-108.7514,284.51,67,5,11.2,CA,1631718471
568,Siteki,-26.45,31.95,297.05,56,0,6.45,SZ,1631718471
569,Bāglung,28.2719,83.5898,292.89,92,100,1.76,NP,1631718472
570,Desbiens,48.4178,-71.9495,288.73,83,100,7.38,CA,1631718472
571,Babol,36.5513,52.679,297.18,72,0,2.0,IR,1631718472
572,Nelson Bay,-32.7167,152.15,285.99,91,51,5.16,AU,1631718473
573,Mbini,1.574,9.6134,300.05,77,75,3.89,GQ,1631718473
574,Cheney,47.4874,-117.5758,289.68,81,75,6.69,US,1631718473
575,Coronado,32.6859,-117.1831,294.82,84,75,2.06,US,1631718473
576,Dali,25.7,100.1833,290.65,90,100,1.94,CN,1631718474
577,Kardailovo,51.5386,53.9042,290.89,55,57,3.91,RU,1631718474
578,Pokhara,28.2333,83.9833,293.91,89,100,2.37,NP,1631718474
579,Zhezkazgan,47.8043,67.7144,292.06,27,20,2.96,KZ,1631718190
580,Greaca,44.1094,26.3394,301.51,25,12,3.2,RO,1631718475
581,Suntar,62.1444,117.6319,277.55,77,10,0.46,RU,1631718475
582,Kolosovka,56.4678,73.611,286.92,61,100,3.71,RU,1631718475
583,Batemans Bay,-35.7167,150.1833,283.26,88,82,2.54,AU,1631718476
584,Seymchan,62.8833,152.4333,281.38,65,100,3.36,RU,1631718476
585,Ladário,-19.0047,-57.6017,299.31,65,20,6.17,BR,1631718476
586,Mt. Pleasant,32.7941,-79.8626,303.23,78,20,1.34,US,1631718328
587,Yate,51.5407,-2.4184,296.53,71,10,2.54,GB,1631718477
588,Labuhan,-6.8844,112.2051,300.69,73,75,2.33,ID,1631718477
589,Lucea,18.451,-78.1736,303.63,71,100,1.15,JM,1631718477
